User_ID,Age,Gender,Platform,Daily_Usage_Time (minutes),Posts_Per_Day,Likes_Received_Per_Day,Comments_Received_Per_Day,Messages_Sent_Per_Day,Dominant_Emotion
500,27.0,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral
501,25.0,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness
502,30.0,Male,Twitter,90.0,4.0,30.0,20.0,22.0,Anger
503,22.0,Non-binary,Facebook,60.0,2.0,20.0,10.0,15.0,Neutral
504,28.0,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety
505,33.0,Male,LinkedIn,45.0,1.0,10.0,5.0,12.0,Boredom
506,21.0,Male,Instagram,150.0,5.0,65.0,25.0,30.0,Happiness
507,27.0,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger
508,24.0,Non-binary,Facebook,110.0,6.0,35.0,16.0,25.0,Sadness
509,29.0,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral
510,31.0,Male,Instagram,170.0,7.0,90.0,35.0,40.0,Happiness
511,23.0,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety
512,26.0,Non-binary,Facebook,95.0,3.0,30.0,14.0,18.0,Sadness
513,34.0,Male,LinkedIn,65.0,1.0,14.0,6.0,15.0,Boredom
514,22.0,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness
515,28.0,Male,Twitter,100.0,6.0,50.0,30.0,29.0,Anger
516,21.0,Non-binary,Facebook,40.0,1.0,10.0,4.0,12.0,Neutral
517,35.0,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety
518,27.0,Male,Twitter,90.0,3.0,40.0,16.0,24.0,Sadness
519,23.0,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12.0,Neutral
520,32.0,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness
521,26.0,Male,Facebook,75.0,2.0,30.0,14.0,20.0,Anxiety
522,24.0,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger
523,29.0,Male,LinkedIn,60.0,2.0,17.0,8.0,15.0,Boredom
524,33.0,Non-binary,Instagram,190.0,8.0,105.0,36.0,50.0,Happiness
525,22.0,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness
526,31.0,Male,Facebook,80.0,2.0,20.0,10.0,20.0,Neutral
527,27.0,Non-binary,LinkedIn,55.0,1.0,12.0,5.0,11.0,Anxiety
528,25.0,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness
529,30.0,Male,Twitter,90.0,4.0,43.0,19.0,24.0,Anger
530,26.0,Non-binary,Facebook,45.0,1.0,8.0,4.0,12.0,Sadness
531,34.0,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom
532,28.0,Male,Instagram,145.0,7.0,80.0,30.0,35.0,Happiness
533,23.0,Non-binary,Twitter,70.0,3.0,30.0,14.0,18.0,Neutral
534,21.0,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness
535,29.0,Male,Facebook,65.0,2.0,27.0,11.0,22.0,Anxiety
536,24.0,Non-binary,LinkedIn,55.0,1.0,11.0,6.0,11.0,Boredom
537,33.0,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness
538,27.0,Male,Twitter,85.0,4.0,45.0,18.0,24.0,Anger
539,22.0,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral
540,28.0,Non-binary,Facebook,100.0,2.0,22.0,12.0,25.0,Anxiety
541,31.0,Male,LinkedIn,45.0,1.0,9.0,4.0,10.0,Sadness
542,25.0,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness
543,29.0,Male,Twitter,95.0,4.0,50.0,22.0,22.0,Anger
544,23.0,Non-binary,Facebook,105.0,2.0,25.0,12.0,18.0,Neutral
545,35.0,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom
546,30.0,Male,Instagram,175.0,7.0,100.0,33.0,38.0,Happiness
547,21.0,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness
548,26.0,Non-binary,Facebook,75.0,2.0,30.0,12.0,18.0,Anxiety
549,32.0,Male,Instagram,130.0,5.0,80.0,28.0,31.0,Neutral
550,28.0,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom
551,27.0,Male,Instagram,165.0,6.0,85.0,30.0,28.0,Happiness
552,24.0,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger
553,29.0,Non-binary,Facebook,85.0,2.0,27.0,9.0,20.0,Neutral
554,33.0,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness
555,31.0,Male,LinkedIn,60.0,1.0,15.0,7.0,17.0,Anxiety
556,22.0,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety
557,25.0,Male,Telegram,90.0,3.0,22.0,11.0,22.0,Boredom
558,29.0,Non-binary,Snapchat,50.0,2.0,18.0,7.0,18.0,Sadness
559,28.0,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness
560,27.0,Male,Facebook,60.0,1.0,12.0,5.0,15.0,Boredom
561,30.0,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness
562,23.0,Male,Whatsapp,70.0,3.0,22.0,10.0,18.0,Anger
563,34.0,Non-binary,Telegram,80.0,2.0,21.0,8.0,20.0,Neutral
564,26.0,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety
565,25.0,Male,Twitter,90.0,6.0,42.0,14.0,26.0,Sadness
566,29.0,Non-binary,Facebook,60.0,1.0,12.0,4.0,12.0,Boredom
567,28.0,Male,Instagram,165.0,5.0,78.0,23.0,35.0,Happiness
568,31.0,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral
569,27.0,Male,Telegram,105.0,3.0,48.0,20.0,28.0,Anxiety
570,22.0,Non-binary,Snapchat,75.0,2.0,21.0,8.0,20.0,Sadness
571,24.0,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness
572,35.0,Male,Twitter,70.0,1.0,13.0,8.0,10.0,Boredom
573,21.0,Non-binary,Facebook,55.0,3.0,17.0,7.0,12.0,Neutral
574,29.0,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger
575,25.0,Male,Telegram,80.0,4.0,30.0,13.0,25.0,Neutral
576,28.0,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27.0,Anxiety
577,32.0,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness
578,26.0,Male,Twitter,75.0,2.0,23.0,12.0,18.0,Sadness
579,33.0,Non-binary,Facebook,65.0,1.0,13.0,7.0,14.0,Anxiety
580,27.0,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral
581,31.0,Male,Telegram,50.0,2.0,20.0,10.0,12.0,Sadness
582,24.0,Non-binary,Snapchat,85.0,3.0,33.0,20.0,18.0,Happiness
583,34.0,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger
584,22.0,Male,Twitter,70.0,1.0,22.0,7.0,22.0,Neutral
585,29.0,Non-binary,Facebook,75.0,2.0,20.0,8.0,20.0,Boredom
586,28.0,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety
587,31.0,Male,Telegram,85.0,3.0,45.0,20.0,28.0,Sadness
588,21.0,Non-binary,Snapchat,60.0,1.0,18.0,7.0,12.0,Neutral
589,25.0,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness
590,30.0,Male,Twitter,70.0,2.0,30.0,12.0,20.0,Anxiety
591,27.0,Non-binary,Facebook,50.0,1.0,10.0,4.0,10.0,Boredom
592,32.0,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger
593,24.0,Male,Telegram,75.0,3.0,37.0,16.0,22.0,Neutral
594,29.0,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness
595,26.0,Male,Instagram,150.0,5.0,70.0,25.0,30.0,Anxiety
596,33.0,Non-binary,Twitter,85.0,4.0,35.0,18.0,18.0,Boredom
597,22.0,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral
598,35.0,Male,Whatsapp,110.0,3.0,50.0,25.0,25.0,Happiness
599,28.0,Non-binary,Telegram,60.0,2.0,18.0,8.0,18.0,Anger
600,27.0,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral
601,25.0,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness
602,30.0,Male,Twitter,90.0,4.0,30.0,20.0,22.0,Anger
603,22.0,Non-binary,Facebook,60.0,2.0,20.0,10.0,15.0,Neutral
604,28.0,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety
605,33.0,Male,LinkedIn,45.0,1.0,10.0,5.0,12.0,Boredom
606,21.0,Male,Instagram,150.0,5.0,65.0,25.0,30.0,Happiness
607,27.0,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger
608,24.0,Non-binary,Facebook,110.0,6.0,35.0,16.0,25.0,Sadness
609,29.0,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral
610,31.0,Male,Instagram,170.0,7.0,90.0,35.0,40.0,Happiness
611,23.0,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety
612,26.0,Non-binary,Facebook,95.0,3.0,30.0,14.0,18.0,Sadness
613,34.0,Male,LinkedIn,65.0,1.0,14.0,6.0,15.0,Boredom
614,22.0,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness
615,28.0,Male,Twitter,100.0,6.0,50.0,30.0,29.0,Anger
616,21.0,Non-binary,Facebook,40.0,1.0,10.0,4.0,12.0,Neutral
617,35.0,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety
618,27.0,Male,Twitter,90.0,3.0,40.0,16.0,24.0,Sadness
619,23.0,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12.0,Neutral
620,32.0,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness
621,26.0,Male,Facebook,75.0,2.0,30.0,14.0,20.0,Anxiety
622,24.0,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger
623,29.0,Male,LinkedIn,60.0,2.0,17.0,8.0,15.0,Boredom
624,33.0,Non-binary,Instagram,190.0,8.0,105.0,36.0,50.0,Happiness
625,22.0,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness
626,31.0,Male,Facebook,80.0,2.0,20.0,10.0,20.0,Neutral
627,27.0,Non-binary,LinkedIn,55.0,1.0,12.0,5.0,11.0,Anxiety
628,25.0,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness
629,30.0,Male,Twitter,90.0,4.0,43.0,19.0,24.0,Anger
630,26.0,Non-binary,Facebook,45.0,1.0,8.0,4.0,12.0,Sadness
631,34.0,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom
632,28.0,Male,Instagram,145.0,7.0,80.0,30.0,35.0,Happiness
633,23.0,Non-binary,Twitter,70.0,3.0,30.0,14.0,18.0,Neutral
634,21.0,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness
635,29.0,Male,Facebook,65.0,2.0,27.0,11.0,22.0,Anxiety
636,24.0,Non-binary,LinkedIn,55.0,1.0,11.0,6.0,11.0,Boredom
637,33.0,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness
638,27.0,Male,Twitter,85.0,4.0,45.0,18.0,24.0,Anger
639,22.0,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral
640,28.0,Non-binary,Facebook,100.0,2.0,22.0,12.0,25.0,Anxiety
641,31.0,Male,LinkedIn,45.0,1.0,9.0,4.0,10.0,Sadness
642,25.0,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness
643,29.0,Male,Twitter,95.0,4.0,50.0,22.0,22.0,Anger
644,23.0,Non-binary,Facebook,105.0,2.0,25.0,12.0,18.0,Neutral
645,35.0,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom
646,30.0,Male,Instagram,175.0,7.0,100.0,33.0,38.0,Happiness
647,21.0,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness
648,26.0,Non-binary,Facebook,75.0,2.0,30.0,12.0,18.0,Anxiety
649,32.0,Male,Instagram,130.0,5.0,80.0,28.0,31.0,Neutral
650,28.0,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom
651,27.0,Male,Instagram,165.0,6.0,85.0,30.0,28.0,Happiness
652,24.0,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger
653,29.0,Non-binary,Facebook,85.0,2.0,27.0,9.0,20.0,Neutral
654,33.0,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness
655,31.0,Male,LinkedIn,60.0,1.0,15.0,7.0,17.0,Anxiety
656,22.0,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety
657,25.0,Male,Telegram,90.0,3.0,22.0,11.0,22.0,Boredom
658,29.0,Non-binary,Snapchat,50.0,2.0,18.0,7.0,18.0,Sadness
659,28.0,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness
660,27.0,Male,Facebook,60.0,1.0,12.0,5.0,15.0,Boredom
661,30.0,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness
662,23.0,Male,Whatsapp,70.0,3.0,22.0,10.0,18.0,Anger
663,34.0,Non-binary,Telegram,80.0,2.0,21.0,8.0,20.0,Neutral
664,26.0,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety
665,25.0,Male,Twitter,90.0,6.0,42.0,14.0,26.0,Sadness
666,29.0,Non-binary,Facebook,60.0,1.0,12.0,4.0,12.0,Boredom
667,28.0,Male,Instagram,165.0,5.0,78.0,23.0,35.0,Happiness
668,31.0,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral
669,27.0,Male,Telegram,105.0,3.0,48.0,20.0,28.0,Anxiety
670,22.0,Non-binary,Snapchat,75.0,2.0,21.0,8.0,20.0,Sadness
671,24.0,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness
672,35.0,Male,Twitter,70.0,1.0,13.0,8.0,10.0,Boredom
673,21.0,Non-binary,Facebook,55.0,3.0,17.0,7.0,12.0,Neutral
674,29.0,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger
675,25.0,Male,Telegram,80.0,4.0,30.0,13.0,25.0,Neutral
676,28.0,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27.0,Anxiety
677,32.0,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness
678,26.0,Male,Twitter,75.0,2.0,23.0,12.0,18.0,Sadness
679,33.0,Non-binary,Facebook,65.0,1.0,13.0,7.0,14.0,Anxiety
680,27.0,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral
681,31.0,Male,Telegram,50.0,2.0,20.0,10.0,12.0,Sadness
682,24.0,Non-binary,Snapchat,85.0,3.0,33.0,20.0,18.0,Happiness
683,34.0,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger
684,22.0,Male,Twitter,70.0,1.0,22.0,7.0,22.0,Neutral
685,29.0,Non-binary,Facebook,75.0,2.0,20.0,8.0,20.0,Boredom
686,28.0,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety
687,31.0,Male,Telegram,85.0,3.0,45.0,20.0,28.0,Sadness
688,21.0,Non-binary,Snapchat,60.0,1.0,18.0,7.0,12.0,Neutral
689,25.0,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness
690,30.0,Male,Twitter,70.0,2.0,30.0,12.0,20.0,Anxiety
691,27.0,Non-binary,Facebook,50.0,1.0,10.0,4.0,10.0,Boredom
692,32.0,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger
693,24.0,Male,Telegram,75.0,3.0,37.0,16.0,22.0,Neutral
694,29.0,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness
695,26.0,Male,Instagram,150.0,5.0,70.0,25.0,30.0,Anxiety
696,33.0,Non-binary,Twitter,85.0,4.0,35.0,18.0,18.0,Boredom
697,22.0,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral
698,35.0,Male,Whatsapp,110.0,3.0,50.0,25.0,25.0,Happiness
699,28.0,Non-binary,Telegram,60.0,2.0,18.0,8.0,18.0,Anger
700,27.0,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral
701,25.0,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness
702,30.0,Male,Twitter,90.0,4.0,30.0,20.0,22.0,Anger
703,22.0,Non-binary,Facebook,60.0,2.0,20.0,10.0,15.0,Neutral
704,28.0,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety
705,33.0,Male,LinkedIn,45.0,1.0,10.0,5.0,12.0,Boredom
706,21.0,Male,Instagram,150.0,5.0,65.0,25.0,30.0,Happiness
707,27.0,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger
708,24.0,Non-binary,Facebook,110.0,6.0,35.0,16.0,25.0,Sadness
709,29.0,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral
710,31.0,Male,Instagram,170.0,7.0,90.0,35.0,40.0,Happiness
711,23.0,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety
712,26.0,Non-binary,Facebook,95.0,3.0,30.0,14.0,18.0,Sadness
713,34.0,Male,LinkedIn,65.0,1.0,14.0,6.0,15.0,Boredom
714,22.0,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness
715,28.0,Male,Twitter,100.0,6.0,50.0,30.0,29.0,Anger
716,21.0,Non-binary,Facebook,40.0,1.0,10.0,4.0,12.0,Neutral
717,35.0,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety
718,27.0,Male,Twitter,90.0,3.0,40.0,16.0,24.0,Sadness
719,23.0,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12.0,Neutral
720,32.0,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness
721,26.0,Male,Facebook,75.0,2.0,30.0,14.0,20.0,Anxiety
722,24.0,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger
723,29.0,Male,LinkedIn,60.0,2.0,17.0,8.0,15.0,Boredom
724,33.0,Non-binary,Instagram,190.0,8.0,105.0,36.0,50.0,Happiness
725,22.0,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness
726,31.0,Male,Facebook,80.0,2.0,20.0,10.0,20.0,Neutral
727,27.0,Non-binary,LinkedIn,55.0,1.0,12.0,5.0,11.0,Anxiety
728,25.0,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness
729,30.0,Male,Twitter,90.0,4.0,43.0,19.0,24.0,Anger
730,26.0,Non-binary,Facebook,45.0,1.0,8.0,4.0,12.0,Sadness
731,34.0,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom
732,28.0,Male,Instagram,145.0,7.0,80.0,30.0,35.0,Happiness
733,23.0,Non-binary,Twitter,70.0,3.0,30.0,14.0,18.0,Neutral
734,21.0,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness
735,29.0,Male,Facebook,65.0,2.0,27.0,11.0,22.0,Anxiety
736,24.0,Non-binary,LinkedIn,55.0,1.0,11.0,6.0,11.0,Boredom
737,33.0,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness
738,27.0,Male,Twitter,85.0,4.0,45.0,18.0,24.0,Anger
739,22.0,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral
740,28.0,Non-binary,Facebook,100.0,2.0,22.0,12.0,25.0,Anxiety
741,31.0,Male,LinkedIn,45.0,1.0,9.0,4.0,10.0,Sadness
742,25.0,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness
743,29.0,Male,Twitter,95.0,4.0,50.0,22.0,22.0,Anger
744,23.0,Non-binary,Facebook,105.0,2.0,25.0,12.0,18.0,Neutral
745,35.0,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom
746,30.0,Male,Instagram,175.0,7.0,100.0,33.0,38.0,Happiness
747,21.0,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness
748,26.0,Non-binary,Facebook,75.0,2.0,30.0,12.0,18.0,Anxiety
749,32.0,Male,Instagram,130.0,5.0,80.0,28.0,31.0,Neutral
